game_date,team_short,opp_short,matchup,outcome,full_name,Player_ID,MIN,PTS,REB,AST,STL,BLK,team_game_no
"FEB 15, 2024",MIN,POR,@ POR,W  128-91,Naz Reid,1629675,22,10,3,0,0,0,55
"FEB 23, 2024",MIN,MIL,.vs MIL,L  107-112,Naz Reid,1629675,23,8,4,1,1,0,56
"FEB 24, 2024",MIN,BKN,.vs BKN,W  101-86,Naz Reid,1629675,27,6,9,1,0,3,57
"FEB 27, 2024",MIN,SAS,.vs SAS,W  114-105,Naz Reid,1629675,33,22,6,1,2,1,58
"FEB 28, 2024",MIN,MEM,.vs MEM,W  110-101,Naz Reid,1629675,26,19,6,2,0,2,59
"MAR 01, 2024",MIN,SAC,.vs SAC,L  120-124,Naz Reid,1629675,36,18,7,3,1,0,60
"MAR 03, 2024",MIN,LAC,.vs LAC,L  88-89,Naz Reid,1629675,21,3,11,2,0,1,61
"MAR 04, 2024",MIN,POR,.vs POR,W  119-114,Naz Reid,1629675,23,12,5,0,0,1,62
"OCT 25, 2023",MIN,TOR,@ TOR,L  94-97,Anthony Edwards,1630162,38,26,14,1,0,0,1
"OCT 28, 2023",MIN,MIA,.vs MIA,W  106-90,Anthony Edwards,1630162,33,19,2,7,0,0,2
"OCT 30, 2023",MIN,ATL,@ ATL,L  113-127,Anthony Edwards,1630162,38,31,5,7,1,0,3
"NOV 01, 2023",MIN,DEN,.vs DEN,W  110-89,Anthony Edwards,1630162,32,24,2,1,2,0,4
"NOV 04, 2023",MIN,UTA,.vs UTA,W  123-95,Anthony Edwards,1630162,36,31,8,6,1,0,5
"NOV 06, 2023",MIN,BOS,.vs BOS,W  114-109,Anthony Edwards,1630162,38,38,9,7,1,0,6
"NOV 08, 2023",MIN,NOP,.vs NOP,W  122-101,Anthony Edwards,1630162,33,26,3,8,3,2,7
"NOV 10, 2023",MIN,SAS,@ SAS,W  117-110,Anthony Edwards,1630162,37,28,7,5,2,1,8
"NOV 12, 2023",MIN,GSW,@ GSW,W  116-110,Anthony Edwards,1630162,38,33,6,7,2,0,9
"NOV 14, 2023",MIN,GSW,@ GSW,W  104-101,Anthony Edwards,1630162,36,20,4,4,3,0,10
"NOV 15, 2023",MIN,PHX,@ PHX,L  115-133,Anthony Edwards,1630162,31,13,4,4,1,1,11
"NOV 18, 2023",MIN,NOP,@ NOP,W  121-120,Anthony Edwards,1630162,30,23,3,4,0,0,12
"NOV 20, 2023",MIN,NYK,.vs NYK,W  117-100,Anthony Edwards,1630162,39,23,10,5,2,0,13
"NOV 22, 2023",MIN,PHI,.vs PHI,W  112-99,Anthony Edwards,1630162,36,31,6,6,2,0,14
"NOV 24, 2023",MIN,SAC,.vs SAC,L  111-124,Anthony Edwards,1630162,40,35,7,5,2,2,15
"NOV 26, 2023",MIN,MEM,@ MEM,W  119-97,Anthony Edwards,1630162,34,24,5,7,0,1,16
"NOV 28, 2023",MIN,OKC,.vs OKC,W  106-103,Anthony Edwards,1630162,28,21,5,1,0,1,17
"DEC 06, 2023",MIN,SAS,.vs SAS,W  102-94,Anthony Edwards,1630162,37,17,7,6,1,1,20
"DEC 08, 2023",MIN,MEM,@ MEM,W  127-103,Anthony Edwards,1630162,4,0,0,1,0,0,21
"DEC 14, 2023",MIN,DAL,@ DAL,W  119-101,Anthony Edwards,1630162,35,9,2,11,2,0,23
"DEC 16, 2023",MIN,IND,.vs IND,W  127-109,Anthony Edwards,1630162,34,37,2,4,3,0,24
"DEC 18, 2023",MIN,MIA,@ MIA,W  112-108,Anthony Edwards,1630162,40,32,8,5,3,2,25
"DEC 20, 2023",MIN,PHI,@ PHI,L  113-127,Anthony Edwards,1630162,36,27,7,5,0,0,26
"DEC 21, 2023",MIN,LAL,.vs LAL,W  118-111,Anthony Edwards,1630162,38,27,7,5,3,1,27
"DEC 23, 2023",MIN,SAC,@ SAC,W  110-98,Anthony Edwards,1630162,39,34,5,10,1,1,28
"DEC 26, 2023",MIN,OKC,@ OKC,L  106-129,Anthony Edwards,1630162,34,25,7,6,1,0,29
"DEC 28, 2023",MIN,DAL,.vs DAL,W  118-110,Anthony Edwards,1630162,38,44,3,4,3,1,30
"DEC 30, 2023",MIN,LAL,.vs LAL,W  108-106,Anthony Edwards,1630162,38,31,3,3,0,3,31
"JAN 01, 2024",MIN,NYK,@ NYK,L  106-112,Anthony Edwards,1630162,38,35,4,2,0,2,32
"JAN 03, 2024",MIN,NOP,.vs NOP,L  106-117,Anthony Edwards,1630162,37,35,4,5,1,1,33
"JAN 05, 2024",MIN,HOU,@ HOU,W  122-95,Anthony Edwards,1630162,33,24,3,5,2,0,34
"JAN 07, 2024",MIN,DAL,@ DAL,L  108-115,Anthony Edwards,1630162,37,36,10,3,3,1,35
"JAN 09, 2024",MIN,ORL,@ ORL,W  113-92,Anthony Edwards,1630162,26,6,4,3,0,0,36
"JAN 10, 2024",MIN,BOS,@ BOS,L  120-127,Anthony Edwards,1630162,46,29,6,3,0,0,37
"JAN 12, 2024",MIN,POR,.vs POR,W  116-93,Anthony Edwards,1630162,27,9,3,6,1,1,38
"JAN 14, 2024",MIN,LAC,.vs LAC,W  109-105,Anthony Edwards,1630162,38,33,9,6,2,0,39
"JAN 17, 2024",MIN,DET,@ DET,W  124-117,Anthony Edwards,1630162,33,27,5,8,0,0,40
"JAN 18, 2024",MIN,MEM,.vs MEM,W  118-103,Anthony Edwards,1630162,34,28,5,5,1,0,41
"JAN 20, 2024",MIN,OKC,.vs OKC,L  97-102,Anthony Edwards,1630162,38,19,5,5,0,0,42
"JAN 22, 2024",MIN,CHA,.vs CHA,L  125-128,Anthony Edwards,1630162,37,9,5,11,0,0,43
"JAN 24, 2024",MIN,WAS,@ WAS,W  118-107,Anthony Edwards,1630162,34,38,3,5,1,0,44
"JAN 25, 2024",MIN,BKN,@ BKN,W  96-94,Anthony Edwards,1630162,36,24,1,3,1,0,45
"JAN 27, 2024",MIN,SAS,@ SAS,L  112-113,Anthony Edwards,1630162,38,32,6,12,1,0,46
"JAN 29, 2024",MIN,OKC,@ OKC,W  107-101,Anthony Edwards,1630162,40,27,4,4,1,0,47
"JAN 31, 2024",MIN,DAL,.vs DAL,W  121-87,Anthony Edwards,1630162,30,9,5,5,0,0,48
"FEB 02, 2024",MIN,ORL,.vs ORL,L  106-108,Anthony Edwards,1630162,35,22,1,5,1,0,49
"FEB 04, 2024",MIN,HOU,.vs HOU,W  111-90,Anthony Edwards,1630162,34,32,6,1,1,1,50
"FEB 06, 2024",MIN,CHI,@ CHI,L  123-129,Anthony Edwards,1630162,44,38,12,5,2,1,51
"FEB 08, 2024",MIN,MIL,@ MIL,W  129-105,Anthony Edwards,1630162,36,26,3,9,1,0,52
"FEB 12, 2024",MIN,LAC,@ LAC,W  121-100,Anthony Edwards,1630162,32,23,7,8,1,0,53
"FEB 13, 2024",MIN,POR,@ POR,W  121-109,Anthony Edwards,1630162,34,41,4,2,2,1,54
"FEB 15, 2024",MIN,POR,@ POR,W  128-91,Anthony Edwards,1630162,33,34,6,7,2,1,55
"FEB 23, 2024",MIN,MIL,.vs MIL,L  107-112,Anthony Edwards,1630162,38,28,9,5,1,0,56
"FEB 24, 2024",MIN,BKN,.vs BKN,W  101-86,Anthony Edwards,1630162,38,29,8,3,2,1,57
"FEB 27, 2024",MIN,SAS,.vs SAS,W  114-105,Anthony Edwards,1630162,33,34,5,5,4,1,58
"FEB 28, 2024",MIN,MEM,.vs MEM,W  110-101,Anthony Edwards,1630162,40,34,2,4,0,1,59
"MAR 01, 2024",MIN,SAC,.vs SAC,L  120-124,Anthony Edwards,1630162,19,11,2,2,0,1,60
"MAR 03, 2024",MIN,LAC,.vs LAC,L  88-89,Anthony Edwards,1630162,37,27,5,2,3,0,61
"MAR 04, 2024",MIN,POR,.vs POR,W  119-114,Anthony Edwards,1630162,35,13,4,6,1,0,62
"OCT 28, 2023",MIN,MIA,.vs MIA,W  106-90,Jordan McLaughlin,1629162,6,3,0,4,0,0,2
"OCT 30, 2023",MIN,ATL,@ ATL,L  113-127,Jordan McLaughlin,1629162,1,0,0,0,0,1,3
"NOV 01, 2023",MIN,DEN,.vs DEN,W  110-89,Jordan McLaughlin,1629162,4,0,0,0,0,0,4
"NOV 04, 2023",MIN,UTA,.vs UTA,W  123-95,Jordan McLaughlin,1629162,4,0,0,1,0,0,5
"NOV 06, 2023",MIN,BOS,.vs BOS,W  114-109,Jordan McLaughlin,1629162,4,2,0,0,0,1,6
"DEC 11, 2023",MIN,NOP,@ NOP,L  107-121,Jordan McLaughlin,1629162,8,3,0,1,1,0,22
"DEC 14, 2023",MIN,DAL,@ DAL,W  119-101,Jordan McLaughlin,1629162,2,0,0,1,0,0,23
"DEC 16, 2023",MIN,IND,.vs IND,W  127-109,Jordan McLaughlin,1629162,3,0,0,0,0,1,24
"DEC 20, 2023",MIN,PHI,@ PHI,L  113-127,Jordan McLaughlin,1629162,2,0,0,1,0,0,26
"DEC 23, 2023",MIN,SAC,@ SAC,W  110-98,Jordan McLaughlin,1629162,2,0,0,2,0,0,28
"DEC 26, 2023",MIN,OKC,@ OKC,L  106-129,Jordan McLaughlin,1629162,14,2,4,2,3,0,29
"JAN 01, 2024",MIN,NYK,@ NYK,L  106-112,Jordan McLaughlin,1629162,12,9,1,3,2,0,32
"JAN 03, 2024",MIN,NOP,.vs NOP,L  106-117,Jordan McLaughlin,1629162,17,3,3,4,1,0,33
"JAN 05, 2024",MIN,HOU,@ HOU,W  122-95,Jordan McLaughlin,1629162,13,3,3,3,2,0,34
"JAN 07, 2024",MIN,DAL,@ DAL,L  108-115,Jordan McLaughlin,1629162,13,6,1,1,2,1,35
"JAN 09, 2024",MIN,ORL,@ ORL,W  113-92,Jordan McLaughlin,1629162,15,4,0,5,1,0,36
"JAN 10, 2024",MIN,BOS,@ BOS,L  120-127,Jordan McLaughlin,1629162,17,6,2,0,0,0,37
"JAN 12, 2024",MIN,POR,.vs POR,W  116-93,Jordan McLaughlin,1629162,13,2,0,5,1,0,38
"JAN 17, 2024",MIN,DET,@ DET,W  124-117,Jordan McLaughlin,1629162,8,0,2,0,0,0,40
"JAN 18, 2024",MIN,MEM,.vs MEM,W  118-103,Jordan McLaughlin,1629162,7,0,2,0,1,0,41
"JAN 20, 2024",MIN,OKC,.vs OKC,L  97-102,Jordan McLaughlin,1629162,13,8,2,3,2,0,42
"JAN 22, 2024",MIN,CHA,.vs CHA,L  125-128,Jordan McLaughlin,1629162,10,0,2,3,0,1,43
"JAN 24, 2024",MIN,WAS,@ WAS,W  118-107,Jordan McLaughlin,1629162,13,5,2,2,1,0,44
"JAN 25, 2024",MIN,BKN,@ BKN,W  96-94,Jordan McLaughlin,1629162,11,2,0,1,0,0,45
"JAN 27, 2024",MIN,SAS,@ SAS,L  112-113,Jordan McLaughlin,1629162,9,0,1,1,0,0,46
"JAN 29, 2024",MIN,OKC,@ OKC,W  107-101,Jordan McLaughlin,1629162,14,10,0,1,0,0,47
"JAN 31, 2024",MIN,DAL,.vs DAL,W  121-87,Jordan McLaughlin,1629162,14,0,3,5,3,0,48
"FEB 02, 2024",MIN,ORL,.vs ORL,L  106-108,Jordan McLaughlin,1629162,5,6,0,1,2,0,49
"FEB 04, 2024",MIN,HOU,.vs HOU,W  111-90,Jordan McLaughlin,1629162,17,4,4,2,0,0,50
"FEB 06, 2024",MIN,CHI,@ CHI,L  123-129,Jordan McLaughlin,1629162,7,3,1,1,0,0,51
"FEB 12, 2024",MIN,LAC,@ LAC,W  121-100,Jordan McLaughlin,1629162,4,0,0,0,0,0,53
"FEB 13, 2024",MIN,POR,@ POR,W  121-109,Jordan McLaughlin,1629162,4,0,0,0,0,0,54
"FEB 15, 2024",MIN,POR,@ POR,W  128-91,Jordan McLaughlin,1629162,6,0,0,1,0,0,55
"FEB 24, 2024",MIN,BKN,.vs BKN,W  101-86,Jordan McLaughlin,1629162,4,0,2,1,1,0,57
"FEB 27, 2024",MIN,SAS,.vs SAS,W  114-105,Jordan McLaughlin,1629162,16,9,2,3,2,0,58
"FEB 28, 2024",MIN,MEM,.vs MEM,W  110-101,Jordan McLaughlin,1629162,4,3,0,1,0,0,59
"MAR 01, 2024",MIN,SAC,.vs SAC,L  120-124,Jordan McLaughlin,1629162,12,4,1,4,0,1,60
"OCT 28, 2023",MIN,MIA,.vs MIA,W  106-90,Leonard Miller,1631159,2,0,1,0,0,0,2
"NOV 22, 2023",MIN,PHI,.vs PHI,W  112-99,Leonard Miller,1631159,2,0,3,0,0,0,14
"NOV 26, 2023",MIN,MEM,@ MEM,W  119-97,Leonard Miller,1631159,2,2,2,1,0,0,16
"DEC 26, 2023",MIN,OKC,@ OKC,L  106-129,Leonard Miller,1631159,5,7,1,0,0,0,29
"JAN 12, 2024",MIN,POR,.vs POR,W  116-93,Leonard Miller,1631159,8,4,2,0,1,1,38
"FEB 08, 2024",MIN,MIL,@ MIL,W  129-105,Leonard Miller,1631159,3,2,1,0,0,0,52
"FEB 15, 2024",MIN,POR,@ POR,W  128-91,Leonard Miller,1631159,5,0,0,2,0,0,55
"OCT 28, 2023",MIN,MIA,.vs MIA,W  106-90,Josh Minott,1631169,2,0,0,0,0,1,2
"OCT 30, 2023",MIN,ATL,@ ATL,L  113-127,Josh Minott,1631169,1,2,0,0,0,0,3
"NOV 01, 2023",MIN,DEN,.vs DEN,W  110-89,Josh Minott,1631169,4,2,0,0,0,0,4
"NOV 04, 2023",MIN,UTA,.vs UTA,W  123-95,Josh Minott,1631169,4,4,0,1,0,0,5
"NOV 08, 2023",MIN,NOP,.vs NOP,W  122-101,Josh Minott,1631169,3,0,0,0,0,0,7
"NOV 15, 2023",MIN,PHX,@ PHX,L  115-133,Josh Minott,1631169,5,2,1,0,0,0,11
"NOV 20, 2023",MIN,NYK,.vs NYK,W  117-100,Josh Minott,1631169,1,2,2,0,0,0,13
"NOV 22, 2023",MIN,PHI,.vs PHI,W  112-99,Josh Minott,1631169,2,0,0,0,0,0,14
"NOV 26, 2023",MIN,MEM,@ MEM,W  119-97,Josh Minott,1631169,2,2,0,0,0,0,16
"DEC 11, 2023",MIN,NOP,@ NOP,L  107-121,Josh Minott,1631169,2,3,0,0,0,0,22
"DEC 14, 2023",MIN,DAL,@ DAL,W  119-101,Josh Minott,1631169,2,3,0,0,0,0,23
"DEC 26, 2023",MIN,OKC,@ OKC,L  106-129,Josh Minott,1631169,5,0,0,2,0,0,29
"JAN 03, 2024",MIN,NOP,.vs NOP,L  106-117,Josh Minott,1631169,3,2,0,0,0,1,33
"JAN 05, 2024",MIN,HOU,@ HOU,W  122-95,Josh Minott,1631169,3,2,0,0,0,0,34
"JAN 12, 2024",MIN,POR,.vs POR,W  116-93,Josh Minott,1631169,9,2,0,0,1,1,38
"FEB 08, 2024",MIN,MIL,@ MIL,W  129-105,Josh Minott,1631169,4,5,1,0,1,0,52
"FEB 12, 2024",MIN,LAC,@ LAC,W  121-100,Josh Minott,1631169,2,0,2,0,0,0,53
"FEB 13, 2024",MIN,POR,@ POR,W  121-109,Josh Minott,1631169,4,2,0,0,1,0,54
"FEB 15, 2024",MIN,POR,@ POR,W  128-91,Josh Minott,1631169,5,0,4,0,0,0,55
"FEB 24, 2024",MIN,BKN,.vs BKN,W  101-86,Josh Minott,1631169,0,0,1,0,0,0,57
"FEB 27, 2024",MIN,SAS,.vs SAS,W  114-105,Josh Minott,1631169,0,0,1,0,0,0,58
"OCT 30, 2023",MIN,ATL,@ ATL,L  113-127,Jaden McDaniels,1630183,24,12,3,2,0,1,3
"NOV 01, 2023",MIN,DEN,.vs DEN,W  110-89,Jaden McDaniels,1630183,21,6,9,2,0,2,4
"NOV 04, 2023",MIN,UTA,.vs UTA,W  123-95,Jaden McDaniels,1630183,20,5,0,1,1,1,5
"NOV 06, 2023",MIN,BOS,.vs BOS,W  114-109,Jaden McDaniels,1630183,45,20,2,1,1,0,6
"NOV 08, 2023",MIN,NOP,.vs NOP,W  122-101,Jaden McDaniels,1630183,26,10,0,3,0,0,7
"NOV 10, 2023",MIN,SAS,@ SAS,W  117-110,Jaden McDaniels,1630183,26,10,5,0,2,0,8
"NOV 12, 2023",MIN,GSW,@ GSW,W  116-110,Jaden McDaniels,1630183,35,13,0,1,0,0,9
"NOV 14, 2023",MIN,GSW,@ GSW,W  104-101,Jaden McDaniels,1630183,2,0,0,0,0,0,10
"NOV 15, 2023",MIN,PHX,@ PHX,L  115-133,Jaden McDaniels,1630183,23,13,2,3,2,0,11
"NOV 18, 2023",MIN,NOP,@ NOP,W  121-120,Jaden McDaniels,1630183,34,12,2,1,0,0,12
"NOV 20, 2023",MIN,NYK,.vs NYK,W  117-100,Jaden McDaniels,1630183,5,4,1,0,0,0,13
"DEC 11, 2023",MIN,NOP,@ NOP,L  107-121,Jaden McDaniels,1630183,27,12,3,0,0,0,22
"DEC 14, 2023",MIN,DAL,@ DAL,W  119-101,Jaden McDaniels,1630183,24,11,2,1,0,1,23
"DEC 16, 2023",MIN,IND,.vs IND,W  127-109,Jaden McDaniels,1630183,18,5,1,0,1,0,24
"DEC 18, 2023",MIN,MIA,@ MIA,W  112-108,Jaden McDaniels,1630183,30,10,5,2,0,3,25
"DEC 20, 2023",MIN,PHI,@ PHI,L  113-127,Jaden McDaniels,1630183,38,21,3,0,1,0,26
"DEC 21, 2023",MIN,LAL,.vs LAL,W  118-111,Jaden McDaniels,1630183,36,14,1,3,1,0,27
"DEC 23, 2023",MIN,SAC,@ SAC,W  110-98,Jaden McDaniels,1630183,41,20,5,1,4,1,28
"DEC 26, 2023",MIN,OKC,@ OKC,L  106-129,Jaden McDaniels,1630183,27,8,1,1,1,1,29
"DEC 28, 2023",MIN,DAL,.vs DAL,W  118-110,Jaden McDaniels,1630183,34,12,0,0,1,4,30
"DEC 30, 2023",MIN,LAL,.vs LAL,W  108-106,Jaden McDaniels,1630183,26,6,3,2,1,1,31
"JAN 01, 2024",MIN,NYK,@ NYK,L  106-112,Jaden McDaniels,1630183,33,8,1,0,1,1,32
"JAN 03, 2024",MIN,NOP,.vs NOP,L  106-117,Jaden McDaniels,1630183,33,11,0,2,2,1,33
"JAN 05, 2024",MIN,HOU,@ HOU,W  122-95,Jaden McDaniels,1630183,30,16,3,0,1,0,34
"JAN 07, 2024",MIN,DAL,@ DAL,L  108-115,Jaden McDaniels,1630183,37,2,3,4,0,0,35
"JAN 09, 2024",MIN,ORL,@ ORL,W  113-92,Jaden McDaniels,1630183,35,15,9,1,1,0,36
"JAN 10, 2024",MIN,BOS,@ BOS,L  120-127,Jaden McDaniels,1630183,24,5,1,1,0,0,37
"JAN 12, 2024",MIN,POR,.vs POR,W  116-93,Jaden McDaniels,1630183,24,9,2,3,2,0,38
"JAN 14, 2024",MIN,LAC,.vs LAC,W  109-105,Jaden McDaniels,1630183,35,14,4,4,2,0,39
"JAN 17, 2024",MIN,DET,@ DET,W  124-117,Jaden McDaniels,1630183,30,23,3,0,1,0,40
"JAN 18, 2024",MIN,MEM,.vs MEM,W  118-103,Jaden McDaniels,1630183,36,11,3,0,1,1,41
"JAN 20, 2024",MIN,OKC,.vs OKC,L  97-102,Jaden McDaniels,1630183,27,15,2,0,0,0,42
"JAN 22, 2024",MIN,CHA,.vs CHA,L  125-128,Jaden McDaniels,1630183,35,9,5,4,1,0,43
"JAN 24, 2024",MIN,WAS,@ WAS,W  118-107,Jaden McDaniels,1630183,30,13,5,0,2,0,44
"JAN 25, 2024",MIN,BKN,@ BKN,W  96-94,Jaden McDaniels,1630183,33,9,4,1,0,0,45
"JAN 27, 2024",MIN,SAS,@ SAS,L  112-113,Jaden McDaniels,1630183,33,7,3,2,4,0,46
"JAN 29, 2024",MIN,OKC,@ OKC,W  107-101,Jaden McDaniels,1630183,31,14,3,1,1,0,47
"JAN 31, 2024",MIN,DAL,.vs DAL,W  121-87,Jaden McDaniels,1630183,24,11,2,4,0,0,48
"FEB 02, 2024",MIN,ORL,.vs ORL,L  106-108,Jaden McDaniels,1630183,32,10,4,1,1,0,49
"FEB 04, 2024",MIN,HOU,.vs HOU,W  111-90,Jaden McDaniels,1630183,29,5,4,2,0,1,50
"FEB 06, 2024",MIN,CHI,@ CHI,L  123-129,Jaden McDaniels,1630183,40,13,1,3,1,0,51
"FEB 08, 2024",MIN,MIL,@ MIL,W  129-105,Jaden McDaniels,1630183,19,8,3,0,0,2,52
"FEB 12, 2024",MIN,LAC,@ LAC,W  121-100,Jaden McDaniels,1630183,25,11,0,1,1,1,53
"FEB 13, 2024",MIN,POR,@ POR,W  121-109,Jaden McDaniels,1630183,24,0,2,0,0,1,54
"FEB 15, 2024",MIN,POR,@ POR,W  128-91,Jaden McDaniels,1630183,28,17,5,1,2,0,55
"FEB 23, 2024",MIN,MIL,.vs MIL,L  107-112,Jaden McDaniels,1630183,24,2,1,3,1,1,56
"FEB 24, 2024",MIN,BKN,.vs BKN,W  101-86,Jaden McDaniels,1630183,33,7,2,1,0,0,57
"FEB 27, 2024",MIN,SAS,.vs SAS,W  114-105,Jaden McDaniels,1630183,26,2,5,1,3,2,58
"FEB 28, 2024",MIN,MEM,.vs MEM,W  110-101,Jaden McDaniels,1630183,34,12,2,3,0,3,59
"MAR 01, 2024",MIN,SAC,.vs SAC,L  120-124,Jaden McDaniels,1630183,45,26,7,1,0,0,60
"MAR 03, 2024",MIN,LAC,.vs LAC,L  88-89,Jaden McDaniels,1630183,33,6,2,1,1,1,61
"MAR 04, 2024",MIN,POR,.vs POR,W  119-114,Jaden McDaniels,1630183,24,9,4,1,0,0,62
"OCT 30, 2023",MIN,ATL,@ ATL,L  113-127,Daishen Nix,1630227,1,0,0,0,0,0,3
"NOV 04, 2023",MIN,UTA,.vs UTA,W  123-95,Daishen Nix,1630227,3,2,0,0,1,0,5
"NOV 08, 2023",MIN,NOP,.vs NOP,W  122-101,Daishen Nix,1630227,3,0,0,0,0,0,7
"NOV 26, 2023",MIN,MEM,@ MEM,W  119-97,Daishen Nix,1630227,2,3,0,0,0,0,16
"NOV 30, 2023",MIN,UTA,.vs UTA,W  101-90,Daishen Nix,1630227,10,3,1,0,0,0,18
"DEC 11, 2023",MIN,NOP,@ NOP,L  107-121,Daishen Nix,1630227,2,0,0,0,0,0,22
"FEB 08, 2024",MIN,MIL,@ MIL,W  129-105,Daishen Nix,1630227,3,3,0,1,0,0,52
"FEB 12, 2024",MIN,LAC,@ LAC,W  121-100,Daishen Nix,1630227,2,5,0,0,0,0,53
"FEB 13, 2024",MIN,POR,@ POR,W  121-109,Daishen Nix,1630227,4,1,0,1,0,0,54
"FEB 15, 2024",MIN,POR,@ POR,W  128-91,Daishen Nix,1630227,5,5,0,0,1,0,55
"OCT 30, 2023",MIN,ATL,@ ATL,L  113-127,Luka Garza,1630568,1,2,1,0,0,0,3
"NOV 08, 2023",MIN,NOP,.vs NOP,W  122-101,Luka Garza,1630568,5,5,2,0,0,0,7
"NOV 15, 2023",MIN,PHX,@ PHX,L  115-133,Luka Garza,1630568,5,5,2,0,0,0,11
"NOV 22, 2023",MIN,PHI,.vs PHI,W  112-99,Luka Garza,1630568,2,1,1,0,0,0,14
"DEC 08, 2023",MIN,MEM,@ MEM,W  127-103,Luka Garza,1630568,3,0,0,1,0,0,21
"DEC 20, 2023",MIN,PHI,@ PHI,L  113-127,Luka Garza,1630568,2,0,1,1,0,0,26
"JAN 05, 2024",MIN,HOU,@ HOU,W  122-95,Luka Garza,1630568,3,2,1,0,0,0,34
"JAN 18, 2024",MIN,MEM,.vs MEM,W  118-103,Luka Garza,1630568,1,0,0,0,0,0,41
"JAN 24, 2024",MIN,WAS,@ WAS,W  118-107,Luka Garza,1630568,1,0,0,0,0,0,44
"JAN 31, 2024",MIN,DAL,.vs DAL,W  121-87,Luka Garza,1630568,5,8,1,0,0,0,48
"FEB 04, 2024",MIN,HOU,.vs HOU,W  111-90,Luka Garza,1630568,4,5,0,0,0,0,50
"FEB 08, 2024",MIN,MIL,@ MIL,W  129-105,Luka Garza,1630568,3,0,1,0,0,0,52
"FEB 13, 2024",MIN,POR,@ POR,W  121-109,Luka Garza,1630568,4,5,1,0,0,0,54
"FEB 24, 2024",MIN,BKN,.vs BKN,W  101-86,Luka Garza,1630568,0,0,0,0,0,0,57
"NOV 22, 2023",MIN,PHI,.vs PHI,W  112-99,Wendell Moore Jr.,1631111,2,0,0,0,0,0,14
"DEC 08, 2023",MIN,MEM,@ MEM,W  127-103,Wendell Moore Jr.,1631111,3,0,0,1,0,0,21
"DEC 11, 2023",MIN,NOP,@ NOP,L  107-121,Wendell Moore Jr.,1631111,2,0,1,0,0,0,22
"DEC 14, 2023",MIN,DAL,@ DAL,W  119-101,Wendell Moore Jr.,1631111,2,0,0,0,0,0,23
"DEC 16, 2023",MIN,IND,.vs IND,W  127-109,Wendell Moore Jr.,1631111,3,0,0,0,0,0,24
"DEC 20, 2023",MIN,PHI,@ PHI,L  113-127,Wendell Moore Jr.,1631111,2,2,0,0,1,0,26
"DEC 26, 2023",MIN,OKC,@ OKC,L  106-129,Wendell Moore Jr.,1631111,5,0,0,0,0,0,29
"JAN 05, 2024",MIN,HOU,@ HOU,W  122-95,Wendell Moore Jr.,1631111,3,0,2,0,0,1,34
"JAN 12, 2024",MIN,POR,.vs POR,W  116-93,Wendell Moore Jr.,1631111,8,4,0,0,2,0,38
"JAN 18, 2024",MIN,MEM,.vs MEM,W  118-103,Wendell Moore Jr.,1631111,1,0,0,0,0,0,41
"JAN 24, 2024",MIN,WAS,@ WAS,W  118-107,Wendell Moore Jr.,1631111,1,0,0,0,1,0,44
"JAN 31, 2024",MIN,DAL,.vs DAL,W  121-87,Wendell Moore Jr.,1631111,5,2,2,0,0,0,48
"FEB 04, 2024",MIN,HOU,.vs HOU,W  111-90,Wendell Moore Jr.,1631111,4,2,0,1,0,0,50
"FEB 08, 2024",MIN,MIL,@ MIL,W  129-105,Wendell Moore Jr.,1631111,4,0,1,0,1,0,52
"FEB 12, 2024",MIN,LAC,@ LAC,W  121-100,Monte Morris,1628420,18,5,2,2,1,1,53
"FEB 13, 2024",MIN,POR,@ POR,W  121-109,Monte Morris,1628420,12,0,1,2,1,0,54
"FEB 15, 2024",MIN,POR,@ POR,W  128-91,Monte Morris,1628420,15,12,1,3,1,0,55
"FEB 23, 2024",MIN,MIL,.vs MIL,L  107-112,Monte Morris,1628420,10,5,0,1,0,0,56
"FEB 24, 2024",MIN,BKN,.vs BKN,W  101-86,Monte Morris,1628420,18,5,2,4,1,1,57
"FEB 27, 2024",MIN,SAS,.vs SAS,W  114-105,Monte Morris,1628420,27,8,4,4,2,0,58
"FEB 28, 2024",MIN,MEM,.vs MEM,W  110-101,Monte Morris,1628420,21,5,4,5,0,0,59
"MAR 01, 2024",MIN,SAC,.vs SAC,L  120-124,Monte Morris,1628420,15,5,0,2,0,0,60
"MAR 03, 2024",MIN,LAC,.vs LAC,L  88-89,Monte Morris,1628420,11,6,1,0,0,0,61
"MAR 04, 2024",MIN,POR,.vs POR,W  119-114,Monte Morris,1628420,19,5,1,7,1,0,62
"OCT 25, 2023",BKN,CLE,.vs CLE,L  113-114,Ben Simmons,1627732,23,4,10,9,0,1,1
"OCT 27, 2023",BKN,DAL,@ DAL,L  120-125,Ben Simmons,1627732,32,10,10,8,2,2,2
"OCT 30, 2023",BKN,CHA,@ CHA,W  133-121,Ben Simmons,1627732,35,11,10,8,0,1,3
"NOV 01, 2023",BKN,MIA,@ MIA,W  109-105,Ben Simmons,1627732,34,4,11,5,0,1,4
"NOV 03, 2023",BKN,CHI,@ CHI,W  109-107,Ben Simmons,1627732,33,8,9,6,1,0,5
"NOV 06, 2023",BKN,MIL,.vs MIL,L  125-129,Ben Simmons,1627732,33,2,15,4,0,0,7
